5,-4.118477265327252,-4.4602040042881175,-3.868226273405199
5.25278810408922,-3.8012367368387356,-4.068832129197144,-3.5976060747629806
5.49814126394052,-3.5596005806158937,-3.7923216048744983,-3.3770536444043913
5.758364312267657,-3.2726157932832516,-3.4539626609073686,-3.1388302370045222
6.003717472118959,-3.065006102088765,-3.2069037649868584,-2.950674597888282
6.24907063197026,-2.8763000025766976,-2.9804610089478425,-2.7949157500143906
6.5018587360594795,-2.72163036255699,-2.795250532671816,-2.5625826682949477
6.754646840148698,-2.566960722537282,-2.660107824679419,-2.471617402905754
7,-2.476553299773797,-2.5662051820932077,-2.4071586030784817
7.24907063197026,-2.450423085962541,-2.5459160392259426,-2.3750965944935585
7.49814126394052,-2.462100055516124,-2.5668747474080584,-2.3813217028314106
7.750929368029739,-2.481343458974677,-2.581935344266551,-2.3963900853330995
7.999999999999999,-2.489239710191776,-2.5645913642394995,-2.4173410078720194
8.249070631970259,-2.5538467364561344,-2.6179468636639642,-2.4883596986945693
8.498141263940521,-2.7186427986373167,-2.803826905254841,-2.638897786202884
8.74721189591078,-3.0233254392684046,-3.1723070429389564,-2.904297224479526
8.99628252788104,-3.4981404050412697,-3.749893742278232,-3.299291613368759
9.2453531598513,-4.169552724311298,-4.568983794515017,-3.862144712863771